Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,Total Current Expenditures - Salary (Z32) per Pupil (V33) [District Finance] 2016-17
CIEN AGUAS INTERNATIONAL  SCHOOL,New Mexico,3500115,4839
CIENEGA UNION ELEMENTARY,California,608640,7783
CIMARRON,Oklahoma,4007710,4792
CIMARRON,New Mexico,3500480,7391
CIMARRON-ENSIGN,Kansas,2004800,5996
CINCINNATI COLLEGE PREPARATORY ACADEMY,Ohio,3900031,3876
CINCINNATI GENERATION ACADEMY,OHIO,3901561,5533
CINCINNATI LEARNING SCHOOLS,Ohio,3901522,3567
CINCINNATI PUBLIC SCHOOLS,Ohio,3904375,8086
CINCINNATI TECHNOLOGY ACADEMY,Ohio,3901516,5571
CINCINNATUS CENTRAL SCHOOL DISTRICT,New York,3607560,12650
CINNABAR ELEMENTARY,California,608700,6619
CINNAMINSON TOWNSHIP SCHOOL DISTRICT,New Jersey,3403120,11287
CIRCLE,Kansas,2012300,5197
CIRCLE ELEM,Montana,3006790,5755
CIRCLE H S,Montana,3006810,9775
CIRCLE OF SEASONS CS,Pennsylvania,4200875,6369
CIRCLEVILLE CITY,Ohio,3904376,6827
CIS ACADEMY,North Carolina,3700040,4974
CISCO ISD,Texas,4814070,6690
CISSNA PARK CUSD 6,Illinois,1710290,5465
CITIZENS ACADEMY,Ohio,3900032,5535
CITIZENS ACADEMY EAST,Ohio,3901486,4318
CITIZENS ACADEMY SOUTHEAST,OHIO,3901570,4945
CITIZENS LEADERSHIP ACADEMY,Ohio,3901444,6004
CITIZENS OF THE WORLD CHARTER,MISSOURI,2900612,7431
CITIZENS OF THE WORLD CHARTER SCHOOL 2,New York,3601101,0
CITIZENS OF THE WORLD CHARTER SCHOOL NEW YORK 1,New York,3601098,0
CITRUS,Florida,1200270,5752
CITY ACADEMY,Utah,4900009,7862
CITY ACADEMY,Minnesota,2708955,8155
CITY ARTS & PREP PCS,District of Columbia,1100053,8608
CITY CENTER FOR COLLABORATIVE LEARNING (85448),Arizona,400407,5543
CITY CHS,Pennsylvania,4200094,7863
CITY DAY COMMUNITY SCHOOL,Ohio,3900029,4759
CITY GARDEN MONTESSORI,Missouri,2900585,6560
CITY OF BAKER SCHOOL DISTRICT,Louisiana,2200040,5723
CITY OF BOGALUSA SCHOOL DISTRICT,Louisiana,2200240,8173
CITY OF ERIE REGIONAL CAREER AND TECHNICAL SCHOOL,Pennsylvania,4200751,†
CITY OF MONROE SCHOOL DISTRICT,Louisiana,2201080,6949
CITY ON A HILL CHARTER PUBLIC SCHOOL (DISTRICT),Massachusetts,2500026,16000
CITY ON A HILL CHARTER PUBLIC SCHOOL DUDLEY SQUARE (DISTRICT,Massachusetts,2500548,11270
CITY ON A HILL CHARTER PUBLIC SCHOOL NEW BEDFORD (DISTRICT),MASSACHUSETTS,2500553,10684
CITY SCHOOLS OF DECATUR,Georgia,1301680,6843
CITY VIEW ISD,Texas,4814130,7051
CITYSCAPE SCHOOLS,Texas,4800288,4534
CLACKAMAS ESD,Oregon,4180505,†
CLAIBORNE CO SCHOOL DIST,Mississippi,2801020,5770
CLAIBORNE COUNTY,Tennessee,4700630,5732
CLAIBORNE PARISH,Louisiana,2200450,5813
CLAIRTON CITY SD,Pennsylvania,4206030,7432
CLANCY ELEM,Montana,3006840,4883
CLARA B. FORD ACADEMY (SDA),Michigan,2600947,0
CLARE PUBLIC SCHOOLS,Michigan,2609750,4240
CLARE-GLADWIN REGIONAL EDUCATION SERVICE DISTRICT,Michigan,2680300,†
CLAREMONT SAU OFFICE,New Hampshire,3399906,†
CLAREMONT SCHOOL DISTRICT,New Hampshire,3302340,8815
CLAREMONT UNIFIED,California,608760,6829
CLAREMORE,Oklahoma,4007740,3697
CLARENCE CENTRAL SCHOOL DISTRICT,New York,3607590,9285
CLARENCEVILLE SCHOOL DISTRICT,Michigan,2609840,5649
CLARENDON 01,South Carolina,4501740,7445
CLARENDON 02,South Carolina,4501770,5607
CLARENDON 03,South Carolina,4501800,4982
CLARENDON 80,South Carolina,4501600,†
CLARENDON ISD,Texas,4814160,7657
CLARENDON SCHOOL DISTRICT,Arkansas,504350,6956
CLARINDA COMM SCHOOL DISTRICT,Iowa,1907350,6753
CLARION AREA SD,Pennsylvania,4206060,6939
CLARION COUNTY CAREER CENTER,Pennsylvania,4280150,†
CLARION-GOLDFIELD-DOWS COMM SCHOOL DISTRICT,Iowa,1907380,6524
CLARION-LIMESTONE AREA SD,Pennsylvania,4206090,6701
CLARK CO. R-I,Missouri,2916380,5254
CLARK COUNTY,Kentucky,2101200,5366
CLARK COUNTY,Nevada,3200060,5348
CLARK COUNTY DISTRICT,Idaho,1600750,9770
CLARK COUNTY ESC,Ohio,3904622,†
CLARK PREPARATORY ACADEMY,OHIO,3901569,4014
CLARK SCHOOL DISTRICT 12-2,South Dakota,4612940,6131
CLARK TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3403150,8915
CLARK-PLEASANT COMMUNITY SCH CORP,Indiana,1801890,4794
CLARK-SHAWNEE LOCAL,Ohio,3904628,6012
CLARKDALE-JEROME ELEMENTARY DISTRICT (4486),Arizona,400004,4530
CLARKE COMM SCHOOL DISTRICT,Iowa,1907410,6528
CLARKE COUNTY,Georgia,1301170,7418
CLARKE COUNTY,Alabama,100720,5599
CLARKE COUNTY PUBLIC SCHOOLS,Virginia,5100870,6705
CLARKFIELD AREA CHARTER SCHOOL,Minnesota,2700290,7547
CLARKSBURG,Massachusetts,2503720,9400
CLARKSBURG C-2,Missouri,2909090,6519
CLARKSDALE MUNICIPAL SCHOOL DIST,Mississippi,2801050,5475
CLARKSON PUBLIC SCHOOLS,Nebraska,3105160,9876
CLARKSTON COMMUNITY SCHOOL DISTRICT,Michigan,2609900,5798
CLARKSTON SCHOOL DISTRICT,Washington,5301320,6815
CLARKSTOWN CENTRAL SCHOOL DISTRICT,New York,3620340,14810
CLARKSVILLE COMM SCHOOL DISTRICT,Iowa,1907440,6200
CLARKSVILLE COMMUNITY SCHOOL CORP,Indiana,1801920,5828
CLARKSVILLE ISD,Texas,4814190,7942
CLARKSVILLE SCHOOL DISTRICT,New Hampshire,3302370,†
CLARKSVILLE SCHOOL DISTRICT,Arkansas,504380,5761
CLARKTON C-4,Missouri,2909120,4807
CLASSICAL ACADEMY CHARTER SCHOOL OF CLIFTON,New Jersey,3400052,6415
CLASSICAL CHARTER SCHOOLS OF LELAND,North Carolina,3700102,3078
CLASSICAL CHARTER SCHOOLS OF SOUTHPORT,North Carolina,3700378,3285
CLASSICAL CHARTER SCHOOLS OF WHITEVILLE,North Carolina,3700140,3025
CLASSICAL CHARTER SCHOOLS OF WILMINGTON,North Carolina,3700340,3153
CLATSKANIE SD 6J,Oregon,4103260,6156
CLAUDE ISD,Texas,4814250,7860
CLAWSON PUBLIC SCHOOLS,Michigan,2609930,5476
CLAY,Florida,1200300,5119
CLAY AVENUE COMMUNITY SCHOOL,Ohio,3901296,4388
CLAY CENTRAL-EVERLY COMM SCHOOL DISTRICT,Iowa,1907470,6273
CLAY CITY CUSD 10,Illinois,1710340,5353
CLAY COMMUNITY SCHOOLS,Indiana,1800840,5924
CLAY COUNTY,Kansas,2004890,8053
CLAY COUNTY,Kentucky,2101230,6153
CLAY COUNTY,Tennessee,4700660,5475
CLAY COUNTY,Georgia,1301200,10546
CLAY COUNTY,Alabama,100750,5136
CLAY COUNTY SCHOOLS,West Virginia,5400240,5960
CLAY COUNTY SCHOOLS,North Carolina,3700870,6120
CLAY JOINT ELEMENTARY,California,608850,5193
CLAY LOCAL,Ohio,3910026,5160
CLAY/CWFORD/JSPER/LWRNCE/RHLAND,Illinois,1700173,†
CLAY/JASPER/RICHLAND/N WAYNE RDS,Illinois,1700244,†
CLAYMONT CITY,Ohio,3904377,6062
CLAYSBURG-KIMMEL SD,Pennsylvania,4206120,5770
CLAYTON,Missouri,2909720,14601
CLAYTON,Oklahoma,4007800,5848
CLAYTON,New Mexico,3500510,5340
CLAYTON COUNTY,Georgia,1301230,6115
CLAYTON PUBLIC SCHOOL DISTRICT,New Jersey,3403180,8420
CLAYTON RIDGE COMM SCHOOL DISTRICT,Iowa,1913350,6491
CLAYTON SCHOOL DISTRICT,Wisconsin,5502580,7383
CLE ELUM-ROSLYN SCHOOL DISTRICT,Washington,5301350,6918
CLEAR CREEK AMANA COMM SCHOOL DISTRICT,Iowa,1907590,7463
CLEAR CREEK ELEMENTARY,California,608880,6324
CLEAR CREEK ISD,Texas,4814280,6124
CLEAR CREEK SCHOOL DISTRICT NO. RE-1,Colorado,803000,6897
CLEAR FORK VALLEY LOCAL,Ohio,3904941,5588
CLEAR LAKE COMM SCHOOL DISTRICT,Iowa,1907620,7728
CLEAR LAKE SCHOOL DISTRICT,Wisconsin,5502610,6244
CLEARBROOK-GONVICK SCHOOL DISTRICT,Minnesota,2700103,6483
CLEARFIELD AREA SD,Pennsylvania,4206150,6633
CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,Pennsylvania,4280160,†
CLEARVIEW LOCAL,Ohio,3904813,5550
CLEARVIEW REGIONAL HIGH SCHOOL DISTRICT,New Jersey,3403210,8427
CLEARWATER,Kansas,2004920,4985
CLEARWATER R-I,Missouri,2909750,4959
CLEBURNE COUNTY,Alabama,100780,5103
CLEBURNE ISD,Texas,4814310,5589
CLEMENTON ELEMENTARY SCHOOL DISTRICT,New Jersey,3403240,9537
CLEORA,Oklahoma,4008010,7896
CLERMONT COUNTY ESC,Ohio,3904629,†
CLERMONT NORTHEASTERN LOCAL,Ohio,3904632,5863
CLEVELAND,Oklahoma,4008040,3944
CLEVELAND,Tennessee,4700690,5365
CLEVELAND ACADEMY FOR SCHOLARSHIP TECHNOLOGY AND LEADERSHIP,Ohio,3900286,3293
CLEVELAND ARTS AND SOCIAL SCIENCES ACADEMY,Ohio,3900584,3606
CLEVELAND COLLEGE PREPARATORY SCHOOL,Ohio,3901397,4233
CLEVELAND COUNTY COMMUNITY IN-SCHOOLS,North Carolina,3700174,†
CLEVELAND COUNTY SCHOOL DISTRICT,Arkansas,500067,5330
CLEVELAND COUNTY SCHOOLS,North Carolina,3700900,5885
CLEVELAND ELEM,Montana,3004050,14000
CLEVELAND ENTREPRENEURSHIP PREPARATORY SCHOOL,Ohio,3900557,5455
CLEVELAND HEIGHTS-UNIVERSITY HEIGHTS CITY,Ohio,3904379,11376
CLEVELAND HILL UNION FREE SCHOOL DISTRICT,New York,3607680,10954
CLEVELAND ISD,Texas,4814370,5287
CLEVELAND MUNICIPAL,Ohio,3904378,9809
CLEVELAND PREPARATORY ACADEMY,Ohio,3901496,2898
CLEVELAND PUBLIC SCHOOL DISTRICT,Minnesota,2709330,6093
CLEVELAND SCHOOL DIST,Mississippi,2800750,5197
CLEVER R-V,Missouri,2909780,4885
CLIFF PARK HIGH SCHOOL,Ohio,3900100,2804
CLIFFSIDE PARK SCHOOL DISTRICT,New Jersey,3403270,9066
CLIFTON ISD,Texas,4814400,6150
CLIFTON PUBLIC SCHOOL DISTRICT,New Jersey,3403300,8880
CLIFTON-CLYDE,Kansas,2004950,5858
CLIFTON-FINE CENTRAL SCHOOL DISTRICT,New York,3607710,13970
CLIMAX SPRINGS R-IV,Missouri,2909810,8157
CLIMAX-SCOTTS COMMUNITY SCHOOLS,Michigan,2610020,5196
CLIMAX-SHELLY PUBLIC SCHOOLS,Minnesota,2709360,6656
CLINCH COUNTY,Georgia,1301260,5785
CLINT ISD,Texas,4814430,6135
CLINTN/JEFFRSN/MARIN/WASHNGTN ROE,Illinois,1700174,†
CLINTON,Massachusetts,2503750,8454
CLINTON,Oklahoma,4008070,4577
CLINTON,Missouri,2909860,5295
CLINTON,Tennessee,4700720,5763
CLINTON CENTRAL SCHOOL CORPORATION,Indiana,1802130,5193
CLINTON CENTRAL SCHOOL DISTRICT,New York,3607770,9829
CLINTON CITY SCHOOLS,North Carolina,3700930,5568
CLINTON CO. R-III,Missouri,2925290,5457
CLINTON COMM SCHOOL DISTRICT,Iowa,1907710,6473
CLINTON COMMUNITY SCHOOL DISTRICT,Wisconsin,5502640,6785
CLINTON COMMUNITY SCHOOLS,Michigan,2610050,4744
CLINTON COUNTY,Kentucky,2101260,6020
CLINTON COUNTY RESA,Michigan,2680320,†
CLINTON CUSD 15,Illinois,1710440,6005
CLINTON ELEM,Montana,3006870,6276
CLINTON PRAIRIE SCHOOL CORPORATION,Indiana,1802160,4314
CLINTON PUBLIC SCHOOL DIST,Mississippi,2801090,4471
CLINTON SCHOOL DISTRICT,Arkansas,504410,5793
CLINTON SCHOOL DISTRICT,Connecticut,900810,11387
CLINTON TOWNSHIP SCHOOL DISTRICT,New Jersey,3403360,12705
CLINTON-ESSEX-WARREN-WASHINGTON BOCES,New York,3680220,†
CLINTON-GLEN GARDNER SCHOOL DISTRICT,New Jersey,3403330,11337
CLINTON-GRACEVILLE-BEARDSLEY,Minnesota,2700150,7955
CLINTON-MASSIE LOCAL,Ohio,3904639,5112
CLINTONDALE COMMUNITY SCHOOLS,Michigan,2610080,3754
CLINTONVILLE SCHOOL DISTRICT,Wisconsin,5502670,7170
CLIO AREA SCHOOL DISTRICT,Michigan,2610110,4438
CLK/CLS/CMBN/DGLAS/EDGR/MLTR/SHLB,Illinois,1700175,†
CLOQUET PUBLIC SCHOOL DISTRICT,Minnesota,2709420,7204
CLOSTER PUBLIC SCHOOL DISTRICT,New Jersey,3403390,11057
CLOUDCROFT,New Mexico,3500540,7064
CLOVER GARDEN,North Carolina,3700116,3626
CLOVER PARK SCHOOL DISTRICT,Washington,5301410,7617
CLOVER PARK TECHNICAL COLLEGE,Washington,5300017,0
CLOVERDALE COMMUNITY SCHOOLS,Indiana,1802220,5217
CLOVERDALE UNIFIED,California,608970,6791
CLOVERLEAF LOCAL,Ohio,3904848,6768
CLOVERPORT INDEPENDENT,Kentucky,2101290,6078
CLOVIS,New Mexico,3500570,4961
CLOVIS UNIFIED,California,609030,6093
CLYDE CISD,Texas,4814450,5850
CLYDE-GREEN SPRINGS EXEMPTED VILLAGE,Ohio,3910020,5700
CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,New York,3607860,12516
CLYMER CENTRAL SCHOOL DISTRICT,New York,3607890,10736
CMHI PUEBLO,COLORADO,800287,†
COACHELLA VALLEY UNIFIED,California,609070,8155
COAHOMA COUNTY SCHOOL DISTRICT,Mississippi,2801110,6056
COAHOMA EARLY COLLEGE,Mississippi,2801100,4897
COAHOMA ISD,Texas,4814490,7279
COAL CITY CUSD 1,Illinois,1710530,6823
COALGATE,Oklahoma,4008130,5529
COALINGA-HURON UNIFIED,California,609120,6773
COAST UNIFIED,California,600049,10992
COASTAL PLAINS RESA,Georgia,1300020,†
COASTLINE ROP,California,600123,†
COASTLINE ROP JPA,California,601357,†
COATESVILLE AREA SD,Pennsylvania,4206240,7494
COBB COUNTY,Georgia,1301290,6454
COBDEN SUD 17,Illinois,1710570,5684
COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,New York,3600010,11166
COBRE,New Mexico,3500600,6686
COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT (79391),Arizona,400316,†
COCALICO SD,Pennsylvania,4206270,7349
COCHECO ARTS AND TECHNOLOGY ACADEMY,New Hampshire,3300036,†
COCHISE COMMUNITY DEVELOPMENT CORPORATION (81027),Arizona,400632,4198
COCHISE COUNTY JUVENILE DETENTION (79462),Arizona,400457,†
COCHISE ELEMENTARY DISTRICT (4177),Arizona,402130,9954
COCHISE TECHNOLOGY DISTRICT (79403),Arizona,400345,†
COCHRANE-FOUNTAIN CITY SCHOOL DISTRICT,Wisconsin,5502700,5704
COCKE COUNTY,Tennessee,4700750,5401
COCONINO ASSOCIATION FOR VOCATION INDUSTRY AND TEC (79381),Arizona,400347,†
COCONINO COUNTY ACCOMMODATION SCHOOL DISTRICT (10386),Arizona,400163,8349
CODERVA REGIONAL HIGH SCHOOL,VIRGINIA,5100256,†
CODMAN ACADEMY CHARTER PUBLIC (DISTRICT),Massachusetts,2500070,10939
CODY-KILGORE PUBLIC SCHS,Nebraska,3105280,8983
COE-BROWN NORTHWOOD ACADEMY SCHOOL DISTRICT,New Hampshire,3307330,†
COEUR D'ALENE CHARTER ACADEMY INC.,IDAHO,1600173,3413
COEUR D'ALENE DISTRICT,Idaho,1600780,4532
COFFEE COUNTY,Georgia,1301350,5663
COFFEE COUNTY,Tennessee,4700780,5353
COFFEE COUNTY,Alabama,100810,4782
COFFEE CREEK ELEMENTARY,California,609240,17857
COFFEEVILLE SCHOOL DIST,Mississippi,2801140,6318
COFFEYVILLE,Kansas,2004980,5231
COHAGEN ELEM,Montana,3007030,4882
COHASSET,Massachusetts,2503780,10290
COHEN COLLEGE PREP,LOUISIANA,2200238,8317
COHOES CITY SCHOOL DISTRICT,New York,3607980,10257
COLBERT,Oklahoma,4008220,4540
COLBERT COUNTY,Alabama,100840,6599
COLBY PUBLIC SCHOOLS,Kansas,2005010,5520
COLBY SCHOOL DISTRICT,Wisconsin,5502730,5799
COLCHESTER SCHOOL DISTRICT,Vermont,5003240,10071
COLCHESTER SCHOOL DISTRICT,Connecticut,900840,10246
COLCHESTER SUPERVISORY DISTRICT,Vermont,5099907,†
COLCORD,Oklahoma,4008250,4976
COLD SPRING ELEMENTARY,California,609270,13722
COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,New York,3608010,20430
COLDSPRING-OAKHURST CISD,Texas,4814520,7146
COLDWATER COMMUNITY SCHOOLS,Michigan,2610140,4333
COLDWATER EXEMPTED VILLAGE,Ohio,3904531,6009
COLE ACADEMY,Michigan,2600079,0
COLE CAMP R-I,Missouri,2909900,5420
COLE CO. R-I,Missouri,2926970,5045
COLE CO. R-V,Missouri,2911550,5141
COLEBROOK SAU OFFICE,New Hampshire,3399907,†
COLEBROOK SCHOOL DISTRICT,New Hampshire,3302400,11952
COLEBROOK SCHOOL DISTRICT,Connecticut,900870,14846
COLEMAN,Oklahoma,4008310,4839
COLEMAN COMMUNITY SCHOOLS,Michigan,2610200,5376
COLEMAN ISD,Texas,4814550,7095
COLEMAN SCHOOL DISTRICT,Wisconsin,5502760,5118
COLFAX ELEMENTARY,California,609300,5840
COLFAX SCHOOL DISTRICT,Wisconsin,5502790,6210
COLFAX SCHOOL DISTRICT,Washington,5301440,6313
COLFAX TOWNSHIP S/D #1F,Michigan,2610230,4280
COLFAX-MINGO COMM SCHOOL DISTRICT,Iowa,1900009,5722
COLLABORATIVE FOR EDUCATIONAL SERVICES,MASSACHUSETTS,2500567,†
COLLABORATIVE FOR REGIONAL EDUCATIONAL SERVICE AND TRAINING,MASSACHUSETTS,2500585,†
COLLABORATIVE PATHWAYS INC. (91773),Arizona,400862,5781
COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,NEW JERSEY,3400779,5068
COLLEGE AND CAREER ADVANTAGE,California,600122,†
COLLEGE BOUND(CHARTER),OKLAHOMA,4000791,3844
COLLEGE COMM SCHOOL DISTRICT,Iowa,1907860,7890
COLLEGE CORNER LOCAL,Ohio,3906496,1163
COLLEGE ELEMENTARY,California,609330,8715
COLLEGE PLACE SCHOOL DISTRICT,Washington,5301470,6366
COLLEGE STATION ISD,Texas,4807350,5800
COLLEGIATE ACADEMY-MATH-PERSONAL AWA,NEW YORK,3601145,0
COLLEGIATE CHARTER SCHOOL OF LOWELL (DISTRICT),Massachusetts,2500545,4534
COLLEGIATE HALL(CHARTER),OKLAHOMA,4000793,3488
COLLEGIUM CS,Pennsylvania,4200050,6676
COLLETON 01,South Carolina,4501830,5714
COLLIER,Florida,1200330,5943
COLLIERVILLE,TENNESSEE,4700149,5309
COLLINGSWOOD PUBLIC SCHOOL DISTRICT,New Jersey,3403420,11017
COLLINS-MAXWELL COMM SCHOOL DISTRICT,Iowa,1907900,5912
COLLINSVILLE,Oklahoma,4008370,3721
COLLINSVILLE AREA CAREER CTR,Illinois,1700072,†
COLLINSVILLE CUSD 10,Illinois,1710650,5845
COLLINSVILLE ISD,Texas,4814580,6070
COLMAN-EGAN SCHOOL DISTRICT 50-5,South Dakota,4614100,6275
COLMESNEIL ISD,Texas,4814600,5194
COLO-NESCO  COMM SCHOOL DISTRICT,Iowa,1907920,5412
COLOGNE ACADEMY,Minnesota,2700319,6399
COLOMA COMMUNITY SCHOOLS,Michigan,2610380,4709
COLOME CONSOLIDATED 59-3,South Dakota,4614130,6367
COLON COMMUNITY SCHOOL DISTRICT,Michigan,2610410,3699
COLONA SD 190,Illinois,1710690,4719
COLONEL CRAWFORD LOCAL,Ohio,3904651,5499
COLONIAL BEACH PUBLIC SCHOOLS,Virginia,5100930,6888
COLONIAL HEIGHTS CITY PUBLIC SCHOOLS,Virginia,5100960,7778
COLONIAL IU 20,Pennsylvania,4289300,†
COLONIAL PREP ACADEMY,Ohio,3900028,3291
COLONIAL SCHOOL DISTRICT,Delaware,1000230,8213
COLONIAL SD,Pennsylvania,4219470,10974
COLORADO CITY UNIFIED DISTRICT (4370),Arizona,400021,6482
COLORADO ISD,Texas,4814640,6654
COLORADO MENTAL HEALTH INSTITUTE PUEBLO AU,Colorado,800259,†
COLORADO RIVER UNION HIGH SCHOOL DISTRICT (4381),Arizona,400082,4178
COLORADO SCHOOL FOR THE DEAF AND BLIND,Colorado,800023,0
COLORADO SCHOOL FOR THE DEAF AND BLIND AU,Colorado,800280,†
COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,Colorado,803060,5949
COLQUITT COUNTY,Georgia,1301380,5984
COLSTRIP ELEM,Montana,3007050,9719
COLSTRIP H S,Montana,3007080,11182
COLTON JOINT UNIFIED,California,609390,6794
COLTON SCHOOL DISTRICT,Washington,5301500,10318
COLTON SD 53,Oregon,4103270,5550
COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,New York,3608100,14674
COLTON-REDLANDS-YUCAIPA ROP,California,600130,†
COLTON-REDLANDS-YUCAIPA ROP JPA,California,601375,†
COLTS NECK TOWNSHIP SCHOOL DISTRICT,New Jersey,3403450,15400
COLUMBIA,Florida,1200360,5060
COLUMBIA (STEVENS) SCHOOL DISTRICT,Washington,5301560,11212
COLUMBIA (WALLA WALLA) SCHOOL DISTRICT,Washington,5301590,6955
COLUMBIA 93,Missouri,2901000,6934
COLUMBIA BOROUGH SD,Pennsylvania,4206360,5924
COLUMBIA COUNTY,Georgia,1301410,5575
COLUMBIA CUSD 4,Illinois,1710740,5110
COLUMBIA ELEMENTARY,California,609450,6181
COLUMBIA FALLS ELEM,Montana,3007110,6473
COLUMBIA FALLS H S,Montana,3007140,7487
COLUMBIA GORGE ESD,Oregon,4101355,†
COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,Minnesota,2709510,7216
COLUMBIA LOCAL,Ohio,3904814,7491
COLUMBIA SCHOOL DISTRICT,Michigan,2606990,4790
COLUMBIA SCHOOL DISTRICT,Connecticut,900900,12580
COLUMBIA SCHOOL DISTRICT,Mississippi,2801170,5473
COLUMBIA SCHOOL DISTRICT,New Hampshire,3302430,†
COLUMBIA UNION,California,609480,6177
COLUMBIA-BRAZORIA ISD,Texas,4814670,5991
COLUMBIA-MONTOUR AREA VOCATIONAL-TECHNICAL SCHOOL,Pennsylvania,4206365,†
COLUMBIANA COUNTY,Ohio,3905090,†
COLUMBIANA COUNTY ESC,Ohio,3904641,†
COLUMBIANA EXEMPTED VILLAGE,Ohio,3904532,5555
COLUMBINE ELEMENTARY,California,609510,5372
COLUMBUS,Kansas,2005070,6771
COLUMBUS ARTS & TECHNOLOGY ACADEMY,Ohio,3900306,3349
COLUMBUS BILINGUAL ACADEMY-NORTH,Ohio,3901375,3472
COLUMBUS CITY SCHOOLS DISTRICT,Ohio,3904380,9043
COLUMBUS COLLEGIATE ACADEMY,Ohio,3901305,3843
COLUMBUS COLLEGIATE ACADEMY - WEST,Ohio,3901478,3810
COLUMBUS COMM SCHOOL DISTRICT,Iowa,1907980,6171
COLUMBUS COUNTY SCHOOLS,North Carolina,3700960,5829
COLUMBUS ELEM,Montana,3007190,5169
COLUMBUS GROVE LOCAL,Ohio,3904931,6027
COLUMBUS H S,Montana,3007200,7540
COLUMBUS HUMANITIES ARTS AND TECHNOLOGY ACADEMY,Ohio,3900304,3139
COLUMBUS ISD,Texas,4814700,6362
COLUMBUS MUNICIPAL SCHOOL DIST,Mississippi,2801200,5262
COLUMBUS PERFORMANCE ACADEMY,Ohio,3901398,0
COLUMBUS PREPARATORY ACADEMY,Ohio,3900307,3758
COLUMBUS PREPARATORY AND FITNESS ACADEMY,Ohio,3900574,0
COLUMBUS PUBLIC SCHOOLS,Nebraska,3105340,6839
COLUMBUS SCHOOL DISTRICT,Wisconsin,5502820,5402
COLUSA COUNTY OFFICE OF EDUCATION,California,691004,†
COLUSA UNIFIED,California,609570,5924
COLVILLE SCHOOL DISTRICT,Washington,5301630,6530
COMAL ISD,Texas,4814730,5398
COMANCHE,Oklahoma,4008460,3908
COMANCHE COUNTY,Kansas,2005040,5590
COMANCHE ISD,Texas,4814760,6155
COMFORT ISD,Texas,4814790,6944
COMFREY PUBLIC SCHOOL DISTRICT,Minnesota,2709540,8477
COMM CONS SD 59,Illinois,1713770,9794
COMM UNIT SCHOOL DISTRICT NO 196,Illinois,1712720,5768
COMMACK UNION FREE SCHOOL DISTRICT,New York,3608130,16480
COMMERCE,Oklahoma,4008490,4242
COMMERCE CITY,Georgia,1301440,5366
COMMERCE ISD,Texas,4814820,6717
COMMERCIAL TOWNSHIP SCHOOL DISTRICT,New Jersey,3403480,9510
COMMISSION CHARTER SCHOOLS- IVY PREPARATORY ACADEMY SCHOOL,Georgia,1300215,7952
COMMODORE PERRY SD,Pennsylvania,4206390,7974
COMMON GROUND HIGH SCHOOL DISTRICT,Connecticut,900014,8975
COMMONWEALTH CENTER FOR CHILDREN & ADOLESCENTS,Virginia,5100071,†
COMMONWEALTH CHARTER ACADEMY CS,Pennsylvania,4200119,2957
COMMONWEALTH COMMUNITY DEVELOPMENT ACADEMY,Michigan,2600140,382
COMMONWEALTH GOVERNOR'S SCHOOL,Virginia,5100035,†
COMMONWEALTH HIGH SCHOOL,North Carolina,3700382,3120
COMMUNITIES IN-SCHOOLS OF BRUNSWICK COUNTY,North Carolina,3700171,†
COMMUNITY ACADEMY OF PHILADELPHIA CS,Pennsylvania,4200013,6805
COMMUNITY CHARTER SCHOOL,North Carolina,3700032,6524
COMMUNITY CHARTER SCHOOL OF CAMBRIDGE (DISTRICT),Massachusetts,2500086,11414
COMMUNITY CHARTER SCHOOL OF PATERSON,New Jersey,3400718,8938
COMMUNITY COLLEGE PREPARATORY ACADEMY PCS,District of Columbia,1100092,†
COMMUNITY COLLEGES OF SPOKANE,Washington,5300322,†
COMMUNITY DAY CHARTER PUBLIC SCHOOL (DISTRICT),Massachusetts,2500027,9010
COMMUNITY DAY CHARTER PUBLIC SCHOOL - GATEWAY (DISTRICT),Massachusetts,2500538,8504
COMMUNITY DAY CHARTER PUBLIC SCHOOL - R. KINGMAN WEBSTER (DI,Massachusetts,2500535,8229
COMMUNITY DAY SCHOOL JOINT POWERS AGENCY,California,601374,†
COMMUNITY ISD,Texas,4814850,6118
COMMUNITY MONTESSORI INC,Indiana,1800011,4190
COMMUNITY OF PEACE ACADEMY,Minnesota,2700115,6705
COMMUNITY PARTNERSHIP CHARTER SCHOOL,New York,3600046,0
COMMUNITY R-VI,Missouri,2910020,6174
COMMUNITY REGIONAL CHARTER SCHOOL,Maine,2314807,4909
COMMUNITY ROOTS CHARTER SCHOOL,New York,3600159,0
COMMUNITY SCHOOL FOR APPRENTICESHIP LEARNING INC.,Louisiana,2200148,4998
COMMUNITY SCHOOL OF DAVIDSON,North Carolina,3700135,4519
